Date,Open,High,Low,Close,Volume
2000-01-03,92.8950640683,92.8950640683,90.1536414356,91.1327209473,8164300
2000-01-04,89.9382664437,90.2711535609,87.5003578497,87.5688934326,8089800
2000-01-05,87.6863312176,88.6849919796,86.0023150308,87.7254943848,12177900
2000-01-06,87.4905618366,88.6654574746,86.3156661987,86.3156661987,6227200
2000-01-07,87.9213623158,91.3285598755,87.7647095544,91.3285598755,8066500
2000-01-10,91.6419219971,92.0531357496,90.8782393138,91.6419219971,5741700
2000-01-11,91.3677381067,91.5439724922,89.9186998255,90.5453109741,7503700
2000-01-12,90.6040909793,90.6040909793,89.5271026491,89.6445922852,6907700
2000-01-13,90.5257401072,91.3285857365,89.7816392800,90.8586273193,5158300
2000-01-14,91.8181579090,92.4056061362,91.4656889727,92.0923004150,7437300
2000-01-18,91.0739672154,91.8768123360,90.9760592739,91.3676910400,6488500
2000-01-19,91.0544254342,92.1118316650,90.8586094655,92.1118316650,6157900
2000-01-20,92.0922510957,92.0922510957,90.1145097901,90.7019577026,5800100
2000-01-21,91.1719390196,91.1719390196,90.2711853265,90.5061645508,6244800
2000-01-24,91.2698356749,91.3873252724,87.3535157575,87.9409637451,7896900
2000-01-25,88.0486657870,88.9396286011,87.0989581721,88.9396286011,9942500
2000-01-26,88.3521468446,88.6948247191,87.7842806525,88.2346572876,5158100
2000-01-27,88.8808712526,89.1158504231,86.5506611448,87.8822097778,10922700
2000-01-28,87.3730873136,87.7647192603,84.9253876466,85.1407852173,11916200
2000-01-31,85.1016168488,87.5199439727,84.5924953490,87.4514083862,10768700
2000-02-01,87.5688725846,88.7829311938,86.8051905562,88.3129730225,8419900
2000-02-02,88.5283904390,89.1354198802,87.9605241876,88.3913192749,6205900
2000-02-03,88.2738168051,89.7620177983,87.7255322287,89.7228546143,7997500
2000-02-04,89.7228880946,90.2320096770,89.0571137177,89.3508377075,4925400
2000-02-07,89.3312958005,89.4683670566,88.6263579117,89.2138061523,5845800
2000-02-08,90.2124283346,90.5844787228,89.9970307414,90.4278259277,4936400
2000-02-09,90.5256960185,90.5256960185,88.5185829227,88.5283737183,8511500
2000-02-10,88.7438064474,89.3312544160,88.2738480726,88.7046432495,6690600
2000-02-11,88.8808709222,88.9396157147,86.4919160307,86.9031295776,9849800
2000-02-14,87.5884657829,87.5884657829,86.6681309088,87.4122314453,8528800
2000-02-15,87.2556447616,88.4892860588,86.3450999947,88.4011688232,11078300
2000-02-16,87.9605204973,88.3129891903,86.9716499975,87.0989303589,8845400
2000-02-17,87.9997283936,87.9997283936,86.6094345093,86.6485977173,7584200
2000-02-18,87.0206168723,87.0206168723,84.3575196863,84.7883148193,9409200
2000-02-22,84.7099929389,85.4345120648,83.6721682450,84.5729217529,16415400
2000-02-23,84.9841159148,86.1394299330,84.2791785478,85.5715637207,12119000
2000-02-24,85.6498875945,85.8652851171,83.3980044045,83.8483810425,17375000
2000-02-25,84.7099346008,85.6694322419,83.4175500229,83.5448303223,10559900
2000-02-28,83.5742515025,85.6499006728,83.1630379876,85.2974319458,13397800
2000-02-29,85.2582826844,86.1198730469,85.0624666930,86.1198730469,8242500
2000-03-01,86.2373764486,87.0989669490,85.9828156189,86.7464981079,6868000
2000-03-02,86.9031066309,87.1772489231,86.0610981620,86.8051986694,7600200
2000-03-03,87.9997390227,88.8025848838,87.5493620762,88.4305343628,12770300
2000-03-06,88.2346676671,88.5675547844,86.9422823884,87.5688934326,11967100
2000-03-07,87.7255446304,87.8234526043,84.7295606285,85.8750839233,20062000
2000-03-08,85.5128342581,86.3744245277,84.6120807944,85.7673950195,11808500
2000-03-09,86.0023914056,88.2738571167,85.2974537711,88.2738571167,5500900
2000-03-10,87.8430419772,88.9787745752,87.4318284503,87.8038787842,7924600
2000-03-13,85.6498907663,88.0192636019,85.0232797685,86.8443679810,10540500
2000-03-14,87.2751374903,87.7842587770,85.3169786954,85.6107025146,8263900
2000-03-15,85.7673926731,87.9996946742,85.2582711641,87.6080627441,10300800
2000-03-16,88.7437643719,92.0138898463,88.2738062199,91.7005844116,25601400
2000-03-17,91.5999723408,92.9741682396,91.3643959010,92.3067016602,10272900
2000-03-20,92.2674462040,92.5619167770,90.9521443113,91.8355560303,12502300
2000-03-21,91.4232836796,94.0735184438,90.7754485151,93.7201538086,13612600
2000-03-22,93.9557183746,94.7606043866,93.4060401226,94.2894515991,8260000
2000-03-23,93.7005028716,96.4096311759,93.7005028716,95.8992156982,11654500
2000-03-24,96.0366235220,97.8427088376,95.3102631233,96.4685134888,11462900
2000-03-27,96.3506740129,96.6058815847,95.3691064292,95.4476318359,8798600
2000-03-28,95.0157678783,96.1053081918,94.6035093813,94.8979797363,6334400
2000-03-29,95.2120921069,95.7912172033,94.0145791959,94.9961471558,6747500
2000-03-30,94.3286720250,95.4378437148,92.4244303629,93.4059982300,9491900
2000-03-31,93.9949803340,95.6832778087,93.2489884266,94.4661331177,9249100
2000-04-03,94.3091016722,95.0158309937,93.4060586504,95.0158309937,8508200
2000-04-04,95.3299593326,96.1152143518,88.8221583609,94.3091278076,19585500
2000-04-05,92.8956363264,94.7409849770,92.7385853774,93.7201538086,8387200
2000-04-06,94.3875929641,95.2906356588,93.6023384469,94.5348281860,6378500
2000-04-07,95.2121466976,95.5655113658,94.5446801022,95.1336212158,6023600
2000-04-10,95.3298991290,96.1838634231,94.4268564272,94.7605895996,9624200
2000-04-11,94.2305938385,95.2514252717,93.2097624052,94.4858016968,9006400
2000-04-12,94.4661020182,94.9568860063,91.8158684828,91.8943939209,10779200
2000-04-13,92.6404316091,93.0723217331,90.3239300346,90.6184005737,12225800
2000-04-14,89.5975567944,89.7153449935,83.8651977707,85.4357070923,29604000
2000-04-17,84.9252943781,88.4196777344,84.6111925034,88.4196777344,23918200
2000-04-18,88.3018703473,90.7557907104,87.8110862747,90.7557907104,11069200
2000-04-19,90.7754239678,91.1680512341,89.5386480790,89.9116439819,6553700
2000-04-20,90.1865006985,90.4220771044,89.4405087467,90.3435516357,8537600
2000-04-24,88.8908314361,90.0294507434,88.2626276804,89.3619842529,12893100
2000-04-25,90.8539594720,93.0723037720,90.7361712791,93.0723037720,14102000
2000-04-26,92.9544928060,93.4452768229,91.7177170833,92.0220031738,7711100
2000-04-27,89.8331616545,92.5619224653,89.8331616545,91.7177734375,15595300
2000-04-28,92.3459818123,92.8858445887,91.1288366439,91.1484680176,8743400
2000-05-01,92.0711062748,93.2784352803,91.6195848581,92.3852081299,7328300
2000-05-02,91.4035898094,92.4244202798,90.5398101807,90.5398101807,9411900
2000-05-03,90.4613399201,90.4613399201,87.8111053521,88.4196777344,12630700
2000-05-04,89.2049005877,89.4306612296,88.4196461812,89.0871124268,5963600
2000-05-05,88.6159846005,90.4613329727,88.5374591378,90.1668624878,7862400
2000-05-08,89.6760456353,90.0686728053,89.1067362387,89.4895477295,5064100
2000-05-09,89.8723973135,90.0883423486,88.1153899829,88.7730407715,5620300
2000-05-10,88.2626213246,88.5570918139,86.5350611208,86.7706375122,10293900
2000-05-11,88.0269892236,88.8907687789,87.3987859107,88.7533493042,7091100
2000-05-12,89.0871511213,90.1276136620,88.9693629092,89.7153549194,5960800
2000-05-15,89.6760794545,91.4723494348,89.2049266727,91.2662200928,4441300
2000-05-16,92.0710869794,92.7974473671,91.2858325063,92.1496124268,8192200
2000-05-17,91.5213703398,91.8354719969,90.7557475506,91.1876373291,5907200
2000-05-18,91.4821609790,91.9140510093,90.0687026978,90.0687026978,4325600
2000-05-19,89.5582625741,89.9803368059,88.2036987605,88.6552200317,6518400
2000-05-22,88.7337926603,88.8712122507,86.0639263325,87.9878005981,10839400
2000-05-23,88.2233313374,88.4589076560,86.4172462277,86.6920852661,7979200
2000-05-24,86.6921096231,88.3804070478,85.7498040837,88.1055679321,11081500
2000-05-25,88.3803947378,89.0871237939,86.5154152842,86.5939407349,8278900
2000-05-26,87.2025006232,87.7521787001,86.2700110285,86.6920852661,4814000
2000-05-30,87.9485109563,89.7938591773,87.6147777674,89.5190200806,5362700
2000-05-31,89.5583039699,90.4613469297,89.2638334395,89.7153549194,6056500
2000-06-01,90.2649893320,91.3643454439,89.8330994309,91.2858200073,8961600
